CNPJ;RazaoSocial;Ano;Trimestre;ValorDespesas
;;2025;1;7923134.37
;;2025;1;4491189.36
;;2025;1;0.0
;;2025;1;57552643.2
;;2025;1;0.0
;;2025;1;207001.29
;;2025;1;33926639.44
;;2025;1;0.0
;;2025;1;3924013.8
;;2025;1;47607389.71
;;2025;1;0.0
;;2025;1;7489309.48
;;2025;1;564.0
;;2025;1;73832050.99
;;2025;1;581507.81
;;2025;1;147876.79
;;2025;1;39625791.48
;;2025;1;99607.75
;;2025;1;273283.27
;;2025;1;43087422.82
;;2025;1;40456.33
;;2025;1;1003.11
;;2025;1;160577.16
;;2025;1;71334751.73
;;2025;1;9902.04
;;2025;1;9297.68
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;179759.68
;;2025;1;11893.94
;;2025;1;2498416.31
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;212798.34
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;19689.48
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;618159.31
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;3474243.16
;;2025;1;2457162.3
;;2025;1;4566558.93
;;2025;1;3928.33
;;2025;1;3953.33
;;2025;1;9.29
;;2025;1;9578.21
;;2025;1;2251266.29
;;2025;1;1525.44
;;2025;1;1052789.39
;;2025;1;1059021.51
;;2025;1;2095.37
;;2025;1;395600.43
;;2025;1;67.23
;;2025;1;161208.04
;;2025;1;171831.63
;;2025;1;25486.49
;;2025;1;3905.88
;;2025;1;36117.74
;;2025;1;10737836.73
;;2025;1;23671.43
;;2025;1;5200858.75
;;2025;1;4787629.21
;;2025;1;5882.28
;;2025;1;3904130.32
;;2025;1;1926.9
;;2025;1;1561898.62
;;2025;1;1816788.54
;;2025;1;2235649.42
;;2025;1;1350.0
;;2025;1;435010.25
;;2025;1;588609.88
;;2025;1;1581313.79
;;2025;1;273221.3
;;2025;1;438855.71
;;2025;1;120.75
;;2025;1;3090.03
;;2025;1;2519103.44
;;2025;1;19999.33
;;2025;1;2327144.47
;;2025;1;6955444.98
;;2025;1;1000166.84
;;2025;1;144569.39
;;2025;1;374763.21
;;2025;1;1680720.58
;;2025;1;276371.17
;;2025;1;24395.99
;;2025;1;1217073.08
;;2025;1;6446.67
;;2025;1;462924.11
;;2025;1;53089.83
;;2025;1;6819940.56
;;2025;1;698374.17
;;2025;1;19290.74
;;2025;1;2402143.9
;;2025;1;54340.73
;;2025;1;563693.82
;;2025;1;0.0
;;2025;1;2717.47
;;2025;1;378186.61
;;2025;1;0.0
;;2025;1;26232.58
;;2025;1;532815.36
;;2025;1;0.0
;;2025;1;1399058.17
;;2025;1;14966386.34
;;2025;1;614538.17
;;2025;1;41094.73
;;2025;1;8063397.97
;;2025;1;107321.4
;;2025;1;445847.05
;;2025;1;11253407.39
;;2025;1;50889.8
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;8300782.57
;;2025;1;736.41
;;2025;1;102.54
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;23847231.48
;;2025;1;103668627.71
;;2025;1;6859981.03
;;2025;1;48980617.33
;;2025;1;9987388.99
;;2025;1;60931329.99
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;46643197.61
;;2025;1;504277.13
;;2025;1;9976.33
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;1134475.44
;;2025;1;16943156.32
;;2025;1;99524.01
;;2025;1;7219715.24
;;2025;1;128383.39
;;2025;1;14792406.14
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;32015.96
;;2025;1;646438.64
;;2025;1;392300.42
;;2025;1;1561.39
;;2025;1;470127.91
;;2025;1;160653.89
;;2025;1;879027.21
;;2025;1;192926.06
;;2025;1;20648.81
;;2025;1;2477163.7
;;2025;1;3543.91
;;2025;1;474324.57
;;2025;1;968324.02
;;2025;1;15087.64
;;2025;1;1162750.02
;;2025;1;42975.12
;;2025;1;294913.29
;;2025;1;17235.42
;;2025;1;2266110.72
;;2025;1;4517.51
;;2025;1;556.0
;;2025;1;383.29
;;2025;1;245.0
;;2025;1;1436.27
;;2025;1;4707.49
;;2025;1;479335.83
;;2025;1;46445.5
;;2025;1;3348.21
;;2025;1;1169085.6
;;2025;1;1110.33
;;2025;1;584501.66
;;2025;1;46578.65
;;2025;1;2566.19
;;2025;1;1237765.22
;;2025;1;156368.12
;;2025;1;1868934.0
;;2025;1;103133.77
;;2025;1;5202.7
;;2025;1;3035698.03
;;2025;1;389512.49
;;2025;1;10542.38
;;2025;1;1325791.23
;;2025;1;475544.01
;;2025;1;769.35
;;2025;1;2125712.21
;;2025;1;1016387.32
;;2025;1;3734.34
;;2025;1;4153527.44
;;2025;1;18250.12
;;2025;1;298.04
;;2025;1;23985.69
;;2025;1;2733.09
;;2025;1;5466.18
;;2025;1;6360.3
;;2025;1;27655.28
;;2025;1;50749.85
;;2025;1;5466.18
;;2025;1;8199.27
;;2025;1;187.5
;;2025;1;43441.84
;;2025;1;7478.87
;;2025;1;426155.53
;;2025;1;22875.05
;;2025;1;135811.61
;;2025;1;5034.82
;;2025;1;194758.14
;;2025;1;29056.14
;;2025;1;477.1
;;2025;1;570976.52
;;2025;1;16625.73
;;2025;1;483180.89
;;2025;1;4695.7
;;2025;1;2952.51
;;2025;1;568614.68
;;2025;1;20586.92
;;2025;1;107.26
;;2025;1;125425.84
;;2025;1;171892.82
;;2025;1;143.33
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;85049.29
;;2025;1;24713151.17
;;2025;1;8488291.5
;;2025;1;1037190.53
;;2025;1;380.0
;;2025;1;1980.0
;;2025;1;7205.46
;;2025;1;2339397.24
;;2025;1;594820.06
;;2025;1;6839959.39
;;2025;1;1238399.95
;;2025;1;1435120.81
;;2025;1;103.96
;;2025;1;11746873.14
;;2025;1;200.0
;;2025;1;1058577.06
;;2025;1;54410.0
;;2025;1;96477.69
;;2025;1;1654.61
;;2025;1;220804.03
;;2025;1;78574.28
;;2025;1;11080575.99
;;2025;1;1922782.21
;;2025;1;6314.78
;;2025;1;3199397.16
;;2025;1;346803.01
;;2025;1;107857.35
;;2025;1;319.41
;;2025;1;39298.0
;;2025;1;16324.75
;;2025;1;33173773.88
;;2025;1;7111194.87
;;2025;1;726453.96
;;2025;1;88173.99
;;2025;1;96310.64
;;2025;1;2434.27
;;2025;1;63817.25
;;2025;1;7777.15
;;2025;1;5305.01
;;2025;1;265944.69
;;2025;1;104825.57
;;2025;1;64074.37
;;2025;1;366407.85
;;2025;1;136630.92
;;2025;1;956785.07
;;2025;1;2773565.05
;;2025;1;100521.1
;;2025;1;225205.93
;;2025;1;222.93
;;2025;1;141177.24
;;2025;1;5928.32
;;2025;1;9636.99
;;2025;1;750.0
;;2025;1;63846.0
;;2025;1;5064.63
;;2025;1;119166.17
;;2025;1;6704.8
;;2025;1;590.0
;;2025;1;46303.5
;;2025;1;35955.18
;;2025;1;298.21
;;2025;1;117411.86
;;2025;1;1826.82
;;2025;1;60782.34
;;2025;1;2868.0
;;2025;1;6386.67
;;2025;1;33000.0
;;2025;1;3545.37
;;2025;1;124658.62
;;2025;1;1467592.16
;;2025;1;377672.01
;;2025;1;1125069.43
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;1381070.62
;;2025;1;32310683.96
;;2025;1;6973604.38
;;2025;1;107214.7
;;2025;1;23102185.85
;;2025;1;98869.89
;;2025;1;20667.68
;;2025;1;1058738.9
;;2025;1;52837.02
;;2025;1;286624.7
;;2025;1;106664.17
;;2025;1;200310.48
;;2025;1;3388.6
;;2025;1;191290.92
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;5236597.54
;;2025;1;27512749.12
;;2025;1;294506.57
;;2025;1;216175.11
;;2025;1;1242833.6
;;2025;1;291.57
;;2025;1;424230.69
;;2025;1;78782.27
;;2025;1;327026.28
;;2025;1;11635.9
;;2025;1;882.18
;;2025;1;61897.78
;;2025;1;150513.0
;;2025;1;3322283.65
;;2025;1;988414.13
;;2025;1;86023.46
;;2025;1;26483050.67
;;2025;1;4934010.95
;;2025;1;1080669.17
;;2025;1;273537.2
;;2025;1;10134900.13
;;2025;1;584971.89
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;192178.54
;;2025;1;35500.0
;;2025;1;5065957.77
;;2025;1;81804538.79
;;2025;1;2055553.76
;;2025;1;34891630.98
;;2025;1;1200.0
;;2025;1;44453.77
;;2025;1;40340.0
;;2025;1;36099.38
;;2025;1;783632.83
;;2025;1;23621.37
;;2025;1;562186.09
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;33974619.36
;;2025;1;61482.8
;;2025;1;0.0
;;2025;1;377557.12
;;2025;1;621101.59
;;2025;1;11188420.92
;;2025;1;1272616.17
;;2025;1;7363.5
;;2025;1;126660.11
;;2025;1;134427.92
;;2025;1;44118.3
;;2025;1;3107875.82
;;2025;1;610025.46
;;2025;1;1821474.85
;;2025;1;112147.78
;;2025;1;238205.55
;;2025;1;10485685.6
;;2025;1;727.16
;;2025;1;1673.98
;;2025;1;233255.32
;;2025;1;346738.58
;;2025;1;345282.77
;;2025;1;4321.23
;;2025;1;248315.4
;;2025;1;535840.5
;;2025;1;787767.13
;;2025;1;0.0
;;2025;1;676520.24
;;2025;1;0.0
;;2025;1;23026.47
;;2025;1;1433354.35
;;2025;1;0.0
;;2025;1;795.59
;;2025;1;0.0
;;2025;1;30213.94
;;2025;1;960.0
;;2025;1;4803.75
;;2025;1;104509.29
;;2025;1;1356.75
;;2025;1;17535.33
;;2025;1;957.63
;;2025;1;32820.68
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;0.0
